,Training loss,Validation loss,Training accuracy,Validation accuracy
1,3.2657113075256348,2.5625386238098145,0.3004259467124939,0.40799999237060547
2,2.1237246990203857,1.803756833076477,0.5573791265487671,0.609000027179718
3,1.5711838006973267,1.5220215320587158,0.6577298641204834,0.656000018119812
4,1.2911467552185059,1.3724989891052246,0.7216236591339111,0.699999988079071
5,1.1062510013580322,1.2618610858917236,0.7583312392234802,0.7229999899864197
6,0.9552305340766907,1.1921457052230835,0.7886494398117065,0.7429999709129333
7,0.8316461443901062,1.1612902879714966,0.8163367509841919,0.7400000095367432
8,0.7216617465019226,1.1825147867202759,0.8416436910629272,0.7450000047683716
9,0.6331613063812256,1.1088663339614868,0.8584314584732056,0.7680000066757202
10,0.5582787990570068,1.0753368139266968,0.8730894327163696,0.7889999747276306
11,0.48145413398742676,1.091086506843567,0.8867451548576355,0.7910000085830688
12,0.42363065481185913,1.0649702548980713,0.9052869081497192,0.796999990940094
13,0.3687010407447815,1.085904836654663,0.9174392223358154,0.7990000247955322
14,0.3266318440437317,1.145870327949524,0.9277123808860779,0.7870000004768372
15,0.2892166078090668,1.162898302078247,0.9357303977012634,0.7879999876022339
16,0.25862056016921997,1.1577702760696411,0.941117525100708,0.8029999732971191
17,0.2340095192193985,1.2250415086746216,0.9447506666183472,0.7919999957084656
18,0.20975588262081146,1.251510739326477,0.9471310377120972,0.7870000004768372
19,0.195535808801651,1.2414968013763428,0.9473816156387329,0.7910000085830688
20,0.1791093796491623,1.242910385131836,0.9527687430381775,0.7910000085830688
